customer_id,first_name,last_name,email,phone_number,account_status,kyc_verified,account_created_at,primary_location_id
CUST-7863d6f1,First102,Last102,user102@example.com,555-2210442,Active,true,2025-05-22 10:28:02,LOC-d51f5c94
CUST-8d665583,First103,Last103,user103@example.com,555-3675323,Active,true,2025-03-01 04:22:18,LOC-08a0c0f8
CUST-b3564d37,First104,Last104,user104@example.com,555-6991385,Closed,true,2025-05-05 03:52:07,LOC-82d44532
CUST-58f4c27f,First105,Last105,user105@example.com,555-8549220,Active,true,2025-06-29 17:29:55,LOC-81c3ea2a
CUST-c8491065,First106,Last106,user106@example.com,555-1351591,Active,true,2025-07-11 15:47:14,LOC-3a1e0a08
CUST-0e61f98c,First107,Last107,user107@example.com,555-9001017,Active,true,2025-07-12 13:01:31,LOC-ff37f3a9
CUST-a711b492,First108,Last108,user108@example.com,555-2118894,Suspended,true,2025-07-02 18:29:19,LOC-68159c95
CUST-89f37cb3,First109,Last109,user109@example.com,555-7985890,Active,true,2025-02-28 16:39:04,LOC-b9a643af
CUST-7bcf08b6,First110,Last110,user110@example.com,555-4159045,Active,true,2025-04-11 15:12:31,LOC-5a1b20ec
CUST-3e8c95af,First111,Last111,user111@example.com,555-1358262,Suspended,true,2025-01-25 16:43:21,LOC-74fcb170
CUST-64d16026,First112,Last112,user112@example.com,555-4835163,Active,true,2025-06-23 16:41:11,LOC-220eb756
CUST-1506e70b,First113,Last113,user113@example.com,555-8060311,Active,false,2025-02-25 21:49:18,LOC-cdca5209
CUST-2c29bb3a,First114,Last114,user114@example.com,555-4607721,Active,true,2025-05-27 13:52:45,LOC-96c414f0
CUST-0a5e5f47,First115,Last115,user115@example.com,555-7593306,Active,true,2025-06-29 17:31:57,LOC-99aaf806
CUST-50c5ab5f,First116,Last116,user116@example.com,555-1653701,Active,true,2025-06-01 22:03:57,LOC-a1ffcdc3
CUST-72221e6c,First117,Last117,user117@example.com,555-1082824,Active,true,2025-06-09 00:00:42,LOC-b9a643af
CUST-72b8d1be,First118,Last118,user118@example.com,555-4791689,Active,true,2025-05-16 07:37:59,LOC-eab93e8d
CUST-bfc37c2e,First119,Last119,user119@example.com,555-2606288,Active,false,2025-02-12 19:13:32,LOC-0d969654
CUST-67d42a1c,First120,Last120,user120@example.com,555-9025991,Active,true,2025-01-30 17:46:13,LOC-68b98b84
CUST-0cd022b3,First121,Last121,user121@example.com,555-6836316,Active,true,2025-05-19 19:54:34,LOC-06b2fc8b
CUST-9c82c491,First122,Last122,user122@example.com,555-8739553,Active,false,2025-01-20 20:54:34,LOC-74fcb170
CUST-1602c370,First123,Last123,user123@example.com,555-3974938,Active,true,2025-07-19 05:20:17,LOC-75e34ded
CUST-133d7e94,First124,Last124,user124@example.com,555-4843943,Suspended,false,2025-05-18 04:57:38,LOC-55bc30d0
CUST-09a74459,First125,Last125,user125@example.com,555-4059992,Active,false,2025-03-30 22:39:32,LOC-7a71f3d1
CUST-26296d78,First126,Last126,user126@example.com,555-8134644,Active,true,2025-02-11 09:43:50,LOC-74fcb170
CUST-ed23d796,First127,Last127,user127@example.com,555-8594954,Active,true,2025-03-09 15:59:47,LOC-9cdbe36d
CUST-f356d18e,First128,Last128,user128@example.com,555-7706595,Active,true,2025-06-25 12:23:17,LOC-ddb64ba8
CUST-7ad0fffa,First129,Last129,user129@example.com,555-1416641,Active,true,2025-01-22 01:12:09,LOC-01824005
CUST-5de123b7,First130,Last130,user130@example.com,555-3743290,Active,true,2025-04-25 04:34:26,LOC-f6f328db
CUST-c06e9ee9,First131,Last131,user131@example.com,555-2781207,Active,true,2025-02-18 06:26:18,LOC-ca6a8499
CUST-e7e7ae9e,First132,Last132,user132@example.com,555-2723403,Active,true,2025-01-20 04:53:04,LOC-3fd58e4d
CUST-2b301683,First133,Last133,user133@example.com,555-4168721,Active,true,2025-05-20 07:17:14,LOC-a72fbc67
CUST-88ce41ce,First134,Last134,user134@example.com,555-1591779,Active,true,2025-01-12 11:44:26,LOC-1e091ef5
CUST-b4ef42da,First135,Last135,user135@example.com,555-9059571,Active,true,2025-06-09 01:52:03,LOC-43f6e045
CUST-d07f1efb,First136,Last136,user136@example.com,555-9020561,Active,true,2025-07-06 01:57:14,LOC-b75504ce
CUST-a40923ae,First137,Last137,user137@example.com,555-2150173,Active,true,2025-01-02 04:14:46,LOC-f3ce8a81
CUST-cc4e3c2b,First138,Last138,user138@example.com,555-5965990,Active,false,2025-02-14 22:34:29,LOC-40bca5a7
CUST-2a918b51,First139,Last139,user139@example.com,555-5500224,Active,false,2025-01-27 17:13:21,LOC-782aa271
CUST-9d8f4d34,First140,Last140,user140@example.com,555-4717201,Active,true,2025-05-29 01:57:53,LOC-40bca5a7
CUST-f4686ca8,First141,Last141,user141@example.com,555-2665900,Active,true,2025-04-12 00:22:32,LOC-b9a643af
CUST-5d73ba24,First142,Last142,user142@example.com,555-9764974,Active,true,2025-01-24 19:25:11,LOC-dff79baf
CUST-4ae226fd,First143,Last143,user143@example.com,555-9824352,Active,true,2025-06-26 17:42:15,LOC-a3ee6d60
CUST-195eb580,First144,Last144,user144@example.com,555-3596097,Active,false,2025-02-18 20:55:28,LOC-ea5c0f6f
CUST-7346456d,First145,Last145,user145@example.com,555-7944017,Active,true,2025-02-10 04:21:14,LOC-ef7c9523
CUST-5b49a97d,First146,Last146,user146@example.com,555-1349996,Active,true,2025-03-22 06:52:48,LOC-a30acaaf
CUST-8278d970,First147,Last147,user147@example.com,555-6831161,Closed,true,2025-03-28 23:03:37,LOC-9fdd4c85
CUST-fdc464a7,First148,Last148,user148@example.com,555-8424883,Suspended,true,2025-06-06 15:39:44,LOC-4b8d1c37
CUST-700d9f3f,First149,Last149,user149@example.com,555-1439683,Active,true,2025-02-11 07:27:17,LOC-c693799e
CUST-69851924,First150,Last150,user150@example.com,555-3793295,Active,true,2025-06-13 03:52:05,LOC-4b33de50
CUST-ee7905a0,First151,Last151,user151@example.com,555-4768384,Active,true,2025-04-23 12:24:14,LOC-30601ebf
CUST-f4bbfdd3,First152,Last152,user152@example.com,555-7914516,Active,true,2025-04-16 22:48:36,LOC-129c46cf
CUST-4b2efd54,First153,Last153,user153@example.com,555-4616500,Active,true,2025-05-10 13:37:01,LOC-49ea1cfe
CUST-2fe6592b,First154,Last154,user154@example.com,555-1860777,Active,true,2025-01-17 19:07:11,LOC-0318ac49
CUST-45d8bcda,First155,Last155,user155@example.com,555-7072142,Active,true,2025-04-26 16:04:43,LOC-cf8d5737
CUST-856006d7,First156,Last156,user156@example.com,555-2490469,Active,true,2025-06-11 07:41:14,LOC-99630ee7
CUST-8af72b65,First157,Last157,user157@example.com,555-6776674,Closed,true,2025-03-20 09:19:49,LOC-2660647f
CUST-9338253e,First158,Last158,user158@example.com,555-2738811,Active,true,2025-02-18 14:14:55,LOC-e39d4c5f
CUST-e08579ac,First159,Last159,user159@example.com,555-3866718,Suspended,false,2025-04-25 18:50:16,LOC-05184a47
CUST-516e3155,First160,Last160,user160@example.com,555-9453893,Active,true,2025-05-31 10:11:58,LOC-adcafb37
CUST-ea4d8f82,First161,Last161,user161@example.com,555-4390724,Active,true,2025-06-20 00:24:44,LOC-d518b793
CUST-6a334c23,First162,Last162,user162@example.com,555-4577791,Active,true,2025-02-27 16:43:37,LOC-ec2cf68a
CUST-3d91645a,First163,Last163,user163@example.com,555-2779305,Active,true,2025-06-19 03:35:42,LOC-23ad3054
CUST-e8dfd37a,First164,Last164,user164@example.com,555-6248872,Active,true,2025-02-07 06:13:25,LOC-2956b3dd
CUST-af80d09f,First165,Last165,user165@example.com,555-3146770,Active,true,2025-02-03 05:48:29,LOC-d4f70f6a
CUST-bf8d0e94,First166,Last166,user166@example.com,555-9629556,Active,true,2025-03-30 14:29:19,LOC-80e656ae
CUST-b58c80db,First167,Last167,user167@example.com,555-6708806,Active,true,2025-02-13 21:13:09,LOC-a001a12a
CUST-58aa64a9,First168,Last168,user168@example.com,555-1265184,Active,true,2025-05-03 07:45:34,LOC-80e656ae
CUST-044847fc,First169,Last169,user169@example.com,555-4799046,Active,true,2025-01-11 21:06:05,LOC-1e76e3a8
CUST-253877a0,First170,Last170,user170@example.com,555-5333463,Active,true,2025-03-10 21:02:52,LOC-ad427cf5
CUST-e756797c,First171,Last171,user171@example.com,555-3237177,Active,true,2025-01-01 18:05:12,LOC-1db868b8
CUST-57ca4ff3,First172,Last172,user172@example.com,555-1787489,Active,true,2025-06-12 22:54:02,LOC-ea3838a6
CUST-101aafac,First173,Last173,user173@example.com,555-2920325,Active,true,2025-06-27 15:33:04,LOC-f8b9c4ee
CUST-25cbac89,First174,Last174,user174@example.com,555-6430733,Active,true,2025-04-07 07:02:41,LOC-600406d3
CUST-a32574b3,First175,Last175,user175@example.com,555-9804479,Active,true,2025-06-04 01:46:50,LOC-387e4772
CUST-8d487c46,First176,Last176,user176@example.com,555-7926284,Active,true,2025-03-19 14:55:44,LOC-9c8ab4fd
CUST-a58b3184,First177,Last177,user177@example.com,555-5765005,Active,true,2025-07-13 12:06:46,LOC-5110fb39
CUST-99052baf,First178,Last178,user178@example.com,555-1559763,Active,true,2025-04-17 04:50:55,LOC-ef7c9523
CUST-f46f1e95,First179,Last179,user179@example.com,555-4298969,Active,true,2025-06-06 09:38:39,LOC-02038e6a
CUST-67240176,First180,Last180,user180@example.com,555-6044856,Active,true,2025-07-06 01:37:12,LOC-16934a3d
CUST-1f7682b4,First181,Last181,user181@example.com,555-2498503,Active,true,2025-04-20 14:02:16,LOC-339a62a9
CUST-505527ed,First182,Last182,user182@example.com,555-1361390,Active,true,2025-02-28 08:40:16,LOC-3746ec76
CUST-8c2795a6,First183,Last183,user183@example.com,555-9245896,Active,true,2025-05-07 08:29:45,LOC-c82be980
CUST-7d52e548,First184,Last184,user184@example.com,555-9156480,Active,true,2025-05-07 10:45:04,LOC-014d957f
CUST-7d0a770d,First185,Last185,user185@example.com,555-3576087,Closed,true,2025-05-13 07:53:47,LOC-3fa3569e
CUST-f5653f2d,First186,Last186,user186@example.com,555-8441817,Active,true,2025-02-02 08:37:41,LOC-30601ebf
CUST-c1378f65,First187,Last187,user187@example.com,555-5692835,Active,true,2025-01-29 00:14:47,LOC-808f3335
CUST-ad490bac,First188,Last188,user188@example.com,555-1720242,Active,true,2025-04-13 20:09:44,LOC-3c00f361
CUST-19dec395,First189,Last189,user189@example.com,555-2260066,Active,true,2025-04-15 23:18:03,LOC-84c4160d
CUST-ba7c3241,First190,Last190,user190@example.com,555-6340541,Suspended,true,2025-04-21 09:20:25,LOC-763959fc
CUST-34deeeb2,First191,Last191,user191@example.com,555-3982785,Active,true,2025-01-28 10:53:03,LOC-6328b2d9
CUST-f7f418cd,First192,Last192,user192@example.com,555-5192845,Active,true,2025-03-11 23:49:06,LOC-c5de9796
CUST-8c101fe6,First193,Last193,user193@example.com,555-2104869,Active,true,2025-05-31 04:23:34,LOC-cc8383e2
CUST-afa065ad,First194,Last194,user194@example.com,555-2166763,Suspended,true,2025-02-04 14:10:55,LOC-84e7072a
CUST-6eb13bfb,First195,Last195,user195@example.com,555-2202971,Active,true,2025-02-24 19:21:07,LOC-8cb669d9
CUST-79155cec,First196,Last196,user196@example.com,555-2212317,Active,true,2025-04-17 20:28:21,LOC-e2912708
CUST-8e5612a5,First197,Last197,user197@example.com,555-4253180,Active,true,2025-06-05 08:46:51,LOC-7fce00c0
CUST-2e42b95d,First198,Last198,user198@example.com,555-5347379,Active,true,2025-07-15 03:09:22,LOC-2956b3dd
CUST-3cb69d60,First199,Last199,user199@example.com,555-1743990,Suspended,true,2025-02-27 16:54:46,LOC-1ee1e5bb
CUST-5ce14243,First200,Last200,user200@example.com,555-2305568,Active,true,2025-01-20 03:01:54,LOC-f80ae817
CUST-39fc5231,First201,Last201,user201@example.com,555-9937681,Active,true,2025-06-19 02:38:09,LOC-41caeaa4
CUST-d16e2772,First202,Last202,user202@example.com,555-9392456,Active,true,2025-01-15 19:15:34,LOC-0318ac49
CUST-a9a62c25,First203,Last203,user203@example.com,555-4638681,Active,true,2025-01-05 01:08:33,LOC-b7f54442
CUST-e2ea061c,First204,Last204,user204@example.com,555-8634140,Active,true,2025-05-27 18:31:18,LOC-07a9fdfc
CUST-5dbb0583,First205,Last205,user205@example.com,555-6971031,Active,true,2025-03-13 12:50:34,LOC-3620b57e
CUST-d891dcf5,First206,Last206,user206@example.com,555-6714224,Suspended,true,2025-02-07 11:12:57,LOC-ad51ecf9
CUST-21d64b4a,First207,Last207,user207@example.com,555-4879610,Active,true,2025-01-21 14:11:29,LOC-17eeb3af
CUST-9dc507e3,First208,Last208,user208@example.com,555-7059486,Active,false,2025-04-05 11:07:59,LOC-782aa271
CUST-8a4913e8,First209,Last209,user209@example.com,555-1770495,Active,true,2025-04-18 06:36:15,LOC-048cd394
CUST-50da2c66,First210,Last210,user210@example.com,555-9982472,Active,true,2025-02-28 13:41:28,LOC-767cd918
CUST-a2e7530d,First211,Last211,user211@example.com,555-7640832,Active,true,2025-04-04 05:53:04,LOC-a3f06e17
CUST-72195e16,First212,Last212,user212@example.com,555-9466670,Active,true,2025-01-20 11:26:20,LOC-0a109388
CUST-e2ba01c1,First213,Last213,user213@example.com,555-8532347,Active,true,2025-06-09 11:10:32,LOC-032d722b
CUST-5bbfe6c5,First214,Last214,user214@example.com,555-1020363,Suspended,true,2025-04-24 20:24:47,LOC-9e666033
CUST-fec60cf2,First215,Last215,user215@example.com,555-2372107,Closed,true,2025-02-28 12:51:16,LOC-ad51ecf9
CUST-ccb111af,First216,Last216,user216@example.com,555-9919420,Active,true,2025-01-09 04:38:53,LOC-b7f54442
CUST-61aae521,First217,Last217,user217@example.com,555-1541686,Active,true,2025-01-19 11:18:16,LOC-4b8d1c37
CUST-bc3e6795,First218,Last218,user218@example.com,555-4466844,Active,true,2025-04-10 07:01:25,LOC-aaa7431e
CUST-6c904c31,First219,Last219,user219@example.com,555-3879237,Suspended,false,2025-02-02 08:09:05,LOC-a03b7877
CUST-9088cf07,First220,Last220,user220@example.com,555-8176707,Active,true,2025-03-14 08:00:16,LOC-96c414f0
CUST-76e0dd2c,First221,Last221,user221@example.com,555-8488604,Suspended,true,2025-05-26 15:39:46,LOC-34ae71bf
CUST-c85d2766,First222,Last222,user222@example.com,555-3781695,Active,true,2025-06-16 16:30:07,LOC-84152bb4
CUST-413a0f51,First223,Last223,user223@example.com,555-6819557,Suspended,true,2025-06-17 16:48:47,LOC-76499b39
CUST-0b52479e,First224,Last224,user224@example.com,555-4596472,Active,true,2025-03-12 17:14:27,LOC-bbaef12e
CUST-47d66d1f,First225,Last225,user225@example.com,555-9861580,Active,false,2025-05-22 11:00:38,LOC-99ea43d1
CUST-441fef44,First226,Last226,user226@example.com,555-9453641,Active,true,2025-02-16 12:12:33,LOC-db3d1b47
CUST-940e5b15,First227,Last227,user227@example.com,555-8116526,Active,true,2025-07-02 16:31:56,LOC-a30acaaf
CUST-51613adb,First228,Last228,user228@example.com,555-7689134,Active,true,2025-07-08 06:27:36,LOC-4b33de50
CUST-214c2e14,First229,Last229,user229@example.com,555-6013901,Active,false,2025-01-12 20:50:05,LOC-b131791c
CUST-c6a21fa0,First230,Last230,user230@example.com,555-6505403,Active,true,2025-06-12 07:42:46,LOC-9cc017ff
CUST-cfacae83,First231,Last231,user231@example.com,555-6750087,Active,false,2025-06-11 22:47:04,LOC-b5805164
CUST-4dd412ac,First232,Last232,user232@example.com,555-5800792,Active,true,2025-04-26 20:31:50,LOC-f7ca7da4
CUST-6ef39ee4,First233,Last233,user233@example.com,555-7826889,Active,false,2025-04-02 02:24:15,LOC-4620551e
CUST-d46c4842,First234,Last234,user234@example.com,555-6535962,Active,true,2025-03-06 20:11:45,LOC-6cba9a9e
